business_id,name,address,longitude,latitude,stars,review_count,categories
G9JqaURDTC_pSzji0bytwA,Port St Peter,727 St Peter St,-90.0652404,29.958496,3.5,83,"Bars, Breakfast & Brunch, American (Traditional), Nightlife, Burgers, Restaurants, Cocktail Bars"
KeigREOxJtmzmYRg__6FPg,Curry Corner,1200 S Carrollton Ave,-90.1297535,29.9475543,2.5,8,"Thai, Restaurants, Pakistani, Indian"
aYJjJMN8heS2PmkvsQzaZg,Treme Coffeehouse,1501 St Philip St,-90.0695669,29.9654586,4.5,137,"Restaurants, Bagels, Coffee & Tea, Cafes, Food"
5l67axuAa5EmEV3lLuSa1Q,Smashburger,3300 Magazine St,-90.0877986,29.9233129,3.0,167,"Burgers, Restaurants"
ifofBiQeb6DI0-u0KEQybg,HAPPYJAXX,801 Magazine St,-90.069555,29.945239,4.0,24,"Salad, Restaurants, Breakfast & Brunch, Food"
WaRZsQEcEHwRk0T2dJ-cuA,La Casita,634 Julia St,-90.0712732,29.9458122,4.0,202,"Mexican, Latin American, Gluten-Free, Restaurants"
8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,2209 Magazine St,-90.0770687,29.9294259,4.5,2062,"Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants"
Tt4byMYA7FvAkQ3MigcJWQ,Mojitos Rum Bar & Grill,437 Esplanade Ave,-90.0576285,29.9618438,3.5,74,"Restaurants, Caribbean, Cajun/Creole, Cuban"
wduRzeKHEzCesOgw4rCT4w,Walgreens,6201 Elysian Fields Ave,-90.0607282,30.0226961,2.0,6,"Drugstores, Food, Shopping, Cosmetics & Beauty Supply, Beauty & Spas, Convenience Stores, Photography Stores & Services"
Yh4OgbXQSpQ_ycK_FmNiGw,Suis Generis,3219 Burgundy St,-90.0426163126,29.9649909096,4.0,100,"American (New), Restaurants"
zSqTndm5Alq9dW1PyzbdTA,Grand Isle,575 Convention Center Blvd,-90.0651152,29.9475671,4.0,588,"Seafood, Southern, Food, Live/Raw Food, Restaurants, Desserts, Local Flavor"
qejPFPUKiIXvHJ4BirgLUw,Rally's,2201 S. Claiborne Ave.,-90.0906756,29.9452593,1.5,13,"Restaurants, Burgers, Fast Food"
B686OVijQvVdCUyXKkvoAg,Chef Johnson's,"",-90.0926836,29.9181419,4.5,8,"Food, Street Vendors, Food Trucks"
4ZVApGFcZ-mPVGKqZWRqvg,Pizza Hut,570 W Pioneer,-89.9933138,30.0267602,2.5,12,"Chicken Wings, Restaurants, Pizza, Italian"
mjfCi5RzOab2i3oIS7MqnA,Casa Honduras,5704 Crowder Blvd,-89.9928790703,30.0283329774,3.0,16,"Latin American, Restaurants, Seafood, Cajun/Creole, Mexican"
J2T70-o7aslJNOfKSFf_Zw,Cellars of River Ridge,1801 Dickory Ave,-90.1963364,29.9392154,4.0,7,"Food, Beer, Wine & Spirits"
98mYebjHN_VXZapVm8Nmqg,SWEGS Kitchen - Mid-City,231 N Carrollton Ave,-90.0996259,29.9760651,4.0,67,"Cafes, Burgers, Comfort Food, Restaurants, American (New), Sandwiches, Breakfast & Brunch, Pizza, Gluten-Free"
OUuUc_qERdvTrnpj1vSLaw,Taco Del Mar,514 City Park Ave,-90.1052542,29.9835239,3.5,16,"Mexican, Restaurants"
mO64LdUgN5DiXst7Wagq3w,The Wacked Out Weiner New Orleans,3102 Fern St,-90.112916,29.96037,4.5,21,"Hot Dogs, Restaurants"
S-srtrb6wGnOXQHR8KewyQ,The Pressery,3005 Magazine St,-90.0850391413,29.924982841,4.0,5,"Juice Bars & Smoothies, Food"
hkh5iyDeGLNhu-JUQFRE1Q,Royal Sonesta New Orleans,300 Bourbon St,-90.0678872,29.9557609,3.5,492,"Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Bed & Breakfast"
h6IzeUVASeDtvKhd2PEsKA,Rouses Market,400 N Carrollton Ave,-90.0964361,29.9763639,3.0,111,"Food, Grocery"
pym7c6ZFEtmoH16xN2ApBg,Katie's Restaurant & Bar,3701 Iberville St,-90.0959144,29.9730943,4.5,1289,"Restaurants, Bars, Nightlife, American (Traditional), Cajun/Creole, Seafood"
5AOkxsg6UJQ_CoJTMBDUmQ,Ralph's on the Park,900 City Park Ave,-90.098151,29.983468,4.0,299,"American (New), Restaurants, Cajun/Creole"
nGYXglmKHgUcovuTHIg6_A,Food Drunk Food Truck,"",-90.0715321675,29.951066027,4.0,29,"Event Planning & Services, Food, Barbeque, Caterers, Food Trucks, Restaurants"
Bt7NBqA31uOI4H_hvasLLg,HORN'S EATERY,1940 Dauphine St,-90.059115658,29.9653626508,4.0,597,"Caterers, Venues & Event Spaces, Breakfast & Brunch, Gastropubs, American (New), Restaurants, Food, Event Planning & Services, Bars, Cocktail Bars, Seafood, Nightlife"
pTpZS84EQhvZaxhq6SSWNw,Petite Clouet Cafe,3100 Royal St,-90.0454062,29.963326,4.5,18,"Sandwiches, Food, Salad, Coffee & Tea, Restaurants, Cafes"
fr5HlkTH2wAGdYUOB_cMKw,CVS Pharmacy,4401 South Claiborne,-90.1042,29.9406,2.0,11,"Convenience Stores, Drugstores, Pharmacy, Food, Health & Medical, Shopping"
jlgi2sLx5i6_t4mcODJW7A,Redemption,3835 Iberville St,-90.0974353,29.9741719,3.0,63,"Restaurants, Breakfast & Brunch, Event Planning & Services, Seafood, Cajun/Creole, Party & Event Planning, French"
AzseSGgDC6bVtMPEYo1CNQ,Creole Creamery,4924 Prytania St,-90.1085033,29.9243945,4.5,921,"Food, Ice Cream & Frozen Yogurt"
2wwhMKlfpOd0dpk_AQdt8w,Leonardo Trattoria,709 Saint Charles Ave,-90.0714312,29.9472031,2.5,29,"Nightlife, Restaurants, Italian, Bars, Pizza"
X-BZp1KMgGzKkf_92Y3fWw,Tiki Tolteca,"301 N Peters St, Fl 2",-90.065154,29.9534303,4.0,214,"Restaurants, Tiki Bars, Mexican, Bars, Cocktail Bars, Nightlife"
aI2w94F3TvIuPTcflKVCJQ,Honeydeux,1912 Magazine St,-90.073987,29.931227,3.5,88,"Juice Bars & Smoothies, Coffee & Tea, Salad, Cafes, Restaurants, Bubble Tea, Food"
0e7U3DahOeJsT0brY4n_uQ,Pra_LEES,3745 Frenchmen St,-90.0602898,29.9967454,4.0,22,"Soul Food, Restaurants, Seafood"
i-tDq8zC7ZmSqSbg_7oddA,LA Smokehouse,"8300 Earhart Blvd, Ste 103",-90.117703,29.962067,4.0,79,"Barbeque, Sandwiches, Salad, Restaurants, Soup"
HKLFG2qKkd5X1IyfwYlYqQ,Chubbie's Fried Chicken,4850 General Meyer Ave,-90.0030653,29.9320808,4.0,70,"Fast Food, Sandwiches, Restaurants, Chicken Wings, Seafood"
Qkiz7nFYML7sJBFPO7pNaw,The Munch Factory,6514 Congress Dr,-90.0387422,30.0273794,4.5,21,"Seafood, Cajun/Creole, Sandwiches, American (Traditional), Soup, Restaurants, Salad"
4u4njx79dMrXNhbRFHjG8A,HK NOLA,"",-90.1261013,29.9450835,3.5,22,"Food, Kosher, Caterers, Desserts, Organic Stores, Restaurants, Juice Bars & Smoothies, Bakeries, Religious Organizations, Event Planning & Services, Cafes, American (New)"
gLaxSkjWzt25hybkaKwQcA,Slim Goodies Diner,3322 Magazine St,-90.0882019,29.9230437,3.5,520,"Diners, Cajun/Creole, Breakfast & Brunch, American (Traditional), Restaurants"
IZmCSGeXLCB-Y2UvJrvr-A,Zea Rotisserie and Grill,1525 St Charles Ave,-90.0761769,29.9386502,4.0,130,"Salad, American (Traditional), Restaurants, American (New)"
lrARqZZdNhkeH6o6-hP4ZQ,Old Road Coffee,2024 Bayou Rd,-90.072492,29.971271,4.5,20,"Coffee & Tea, Food"
fw2E3GYpoJ2rq1YmzoBSmQ,Mother Nature's Cupboard,1100 North Peters,-90.0595455,29.9595965,4.0,77,"Food, Farmers Market"
D7Os2-9ApTGmNyzidqfwGA,"The Ritz-Carlton Spa, New Orleans",921 Canal St,-90.0709905,29.9550178,4.0,66,"Beauty & Spas, Restaurants, Hotels, Event Planning & Services, Day Spas, Hotels & Travel, Skin Care, Hair Salons"
FtkYGVPVCRuuhQhYJBSVQw,Zimmer's Seafood,4915 St Anthony Ave,-90.0644403,30.0083429,4.0,81,"Food, Seafood, Sandwiches, Restaurants, Specialty Food, Seafood Markets"
5QefK7gbedeBiqsYJW54Bw,Cafe Du Monde City Park,56 Dreyfous Dr,-90.095134601,29.9852674718,4.0,130,"Coffee & Tea, Food"
YvfeLey2Bnge5Mj9RY7ofA,The Bricks Courtyard Bar and Grill,735 St. Joseph St,-90.072989,29.944825,3.5,10,"American (Traditional), Nightlife, Restaurants, Bars"
3SBlKwlmBiYVjW2SKz0gwg,Tomasito's,755 Tchoupitoulas St,-90.0674745,29.9452438,3.5,7,"Cajun/Creole, Mexican, Restaurants"
4NidY2tw42l6iobbtai_kA,New Orleans Social House,752 Tchoupitoulas St,-90.0672652,29.9450631,4.0,136,"Tapas/Small Plates, Bars, Restaurants, Nightlife"
ZoRlLcEsxrzfumd6wHa5Jg,Chemin a la Mer,2 Canal St,-90.0639061829,29.94896281,5.0,9,"French, Bars, Nightlife, Restaurants, Breakfast & Brunch"
wzIN0IqcNOnUjwuzRoG9AA,Sweet Soulfood,1025 N Broad St,-90.0807557021,29.9737325598,4.5,385,"Restaurants, Vegan, Soul Food"
KZe5kpIHWVuJl6WgNYzceg,Please-U-Restaurant,1751 Saint Charles Ave,-90.0776308,29.9367378,4.0,274,"Cajun/Creole, Breakfast & Brunch, Diners, Restaurants"
bMpKXcKFetJQsa42UR25cQ,Pravda!,1113 Decatur St,-90.059869,29.960245,4.0,109,"Bars, Restaurants, Nightlife, Lounges"
ZapDvyE7lJxVxlmeeKyjkg,Daisy Mae's Southern Fried Chicken & Breakfast,920 Poydras St,-90.073689,29.9500396,4.0,267,"Breakfast & Brunch, Comfort Food, Restaurants"
PjpfBYGzQj6fdiuf4tNLsg,Miel Brewery & Taproom,405 Sixth St,-90.0799468,29.9202527,4.5,69,"Breweries, Food, Bars, Beer Bar, Nightlife, Brewpubs"
uVCMVOTyL4-j4M37o01MwA,Imperial Woodpecker Snoballs,3511 Magazine St,-90.0911594,29.9226351,4.5,52,"Food, Shaved Ice, Ice Cream & Frozen Yogurt"
SJIQFKTW6uUsOo29w9IHxw,Mambo's,411 Bourbon St,-90.0676513,29.9566684,4.0,1223,"Cocktail Bars, Soul Food, Nightlife, Food, Desserts, Bars, Seafood, Cajun/Creole, Restaurants"
Ckn7S0CRWfC8w6gR7QJcRw,Chido,2381 St Claude Ave,-90.0521436151,29.9693606027,4.0,17,"Restaurants, New Mexican Cuisine"
JvawJ9bSr22xn4R9oLvl_w,Desire Oyster Bar,300 Bourbon St,-90.0681538393,29.9555269925,4.0,1084,"Southern, Event Planning & Services, Restaurants, Cajun/Creole, Seafood, Live/Raw Food, Hotels & Travel, Hotels"
ABp0BSeiYty6EpVW2ScO-w,Fleur-De-Lis Nutrition,143 Robert E Lee Blvd,-90.1113103,30.0202011,4.5,5,"Food, Health Markets, Gluten-Free, Coffee & Tea, Juice Bars & Smoothies, Vitamins & Supplements, Restaurants, Specialty Food, Shopping"
fw9YFfQnoOKlVnUdUCT0OA,Mother Mary's,3340 Canal St,-90.0939346,29.9696163,3.0,14,"Bars, Irish, Nightlife, American (Traditional), Irish Pub, Restaurants"
iVegX9epKU8R0eRAEwQ6Yg,Burritos Grill Mexican Fresh Cuisine,7009 Read Blvd,-89.9769829586,30.0387300722,4.5,75,"Restaurants, New Mexican Cuisine, Mexican"
PzhPMkaNYiKDTHoTG0r8rw,Pho Cam Ly,3814 Magazine St,-90.0945189,29.9211868,4.5,178,"Vietnamese, Restaurants"
ZNXNmJV8fXu7dv1hqXeq1Q,Raising Cane’s,4740 Chef Menteur Hwy,-90.0335249736,30.0059929425,2.5,21,"Cajun/Creole, Fast Food, Chicken Shop, Restaurants, Chicken Wings"
JE4gQjflWbg9eg3CSZvAVg,Stanley Service Bar,543 St Ann St,-90.0628599152,29.9582117971,4.5,7,"Nightlife, Cocktail Bars, Sandwiches, Food, Coffee & Tea, Bars, Restaurants"
-If0ps0QhOLCYVWQWs9RYg,Maple Street Patisserie,7638 Maple St,-90.1295134,29.9416242,3.5,171,"Restaurants, Food, Sandwiches, Bakeries"
ZFcE6HItnUzgGPM0Uxm-DQ,Pushing Pastry Cafe,4235 S Claiborne Ave,-90.1020423,29.9407898,4.5,7,"Cafes, Patisserie/Cake Shop, Restaurants, Food, Waffles, Comfort Food, Breakfast & Brunch"
jMZ56S8Y1t7cA1Ob-d-qeA,Three Muses,536 Frenchmen St,-90.0579277,29.9632273,4.0,1165,"Nightlife, Jazz & Blues, American (New), Music Venues, Restaurants, Gastropubs, Arts & Entertainment"
yAEKaEvsCNxOYv1M1kiQhg,Olive,339 Carondelet St,-90.071576,29.9510796,5.0,76,"Lebanese, Halal, Restaurants, Breakfast & Brunch, Mediterranean, Middle Eastern, Kebab"
_SjdrpSZdiXVSwaJR5T9jw,Squeal,8400 Oak St,-90.1326695,29.9493823,3.5,244,"Barbeque, Restaurants"
kYFJQDMHsubrwDfRpEfDTA,Lucky Dogs,517 Gravier St,-90.0680892,29.9508859,3.5,81,"Restaurants, Hot Dogs"
K4TlU26IH19tM_VvTMnpyg,Rivista,4226 Magazine St,-90.0997285,29.9208686,4.0,41,"Cafes, Bakeries, Restaurants, Food"
QLUUaTj034zYVWiVl9tNvA,Café at The Square,500 St Charles Ave,-90.0706026,29.9492153,4.0,293,"Restaurants, American (Traditional)"
VU9rKbmrj_Oh1VLvUI_yZg,Community Coffee Company,2800 Esplanade Ave,-90.0810828,29.9777423,3.0,5,"Food, Coffee & Tea"
GBTPC53ZrG1ZBY3DT8Mbcw,Luke,333 Saint Charles Ave,-90.0704155423,29.9507416316,4.0,4554,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch"
Vnob_w_Aohf7ZDqxcJ9z2A,Mint Modern Vietnamese Bistro & Bar,5100 Freret St,-90.1095502387,29.9349228653,4.0,403,"Bars, Restaurants, Food, Nightlife, Vietnamese, Bubble Tea"
kvE2BJp9Rc8irEnbjnlNHA,Burger King,6332 Elysian Fields Ave,-90.0617765,30.0237812,1.5,11,"Restaurants, Fast Food, Burgers"
G1fQJ8k5U1gdX0vWODCZYA,Cafe Nino,1510 S Carrollton Ave,-90.1274815,29.949863,4.0,63,"Pizza, Restaurants, Italian, American (Traditional)"
gUyfJlJRxu1fHuZ4dpBheQ,Santa Fe,3201 Esplanade,-90.085038,29.9809082,3.5,252,"Mexican, Restaurants, Latin American"
g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,307 Chartres St,-90.0665915385,29.9544944572,4.0,1865,"Breakfast & Brunch, Coffee & Tea, Food, Restaurants"
Ln5j6LRuXur3E5U86WjOJg,Magazine Po-Boy Shop,2368 Magazine St,-90.0789655,29.9279293,3.5,72,"Venues & Event Spaces, Event Planning & Services, Sandwiches, Grocery, Restaurants, Breakfast & Brunch, Food"
3wogQmKw729tKKWaVbZvbg,World Famous N'awlins Cafe & Spice Emporium,1101 N Peters St,-90.059223,29.960059,2.5,295,"Herbs & Spices, Seafood, Restaurants, Cajun/Creole, Food, Specialty Food"
HSb0mHv23zY42j2vcPtSyA,Maple Street Patisserie et Bistro,8300 Earhart Blvd,-90.1176114916,29.9624698182,4.0,6,"Food, Bakeries, Restaurants, Cafes"
mRWlzIJpyQgatq_J7dzxWw,Audubon Aquarium of the Americas - Food Court,1 Canal St,-90.0630244854,29.9505176505,2.5,7,Food
C-anTsItNvJHHR__DiGEqQ,Nokey's Deli & Grill,759 N Claiborne Ave,-90.0732441,29.9647623,4.0,54,"Chicken Wings, Restaurants"
eJYvM2Zy5BloOYGldWmAVw,Chateau Cafe,139 Robert E Lee Blvd,-90.1114674,30.0202243,3.0,66,"Food, Cafes, Coffee & Tea, Restaurants"
1PMAO9O8iQ3gIZlPEaJN3g,One Stone Restaurant,323 Verret St,-90.0512591,29.9525998,4.0,30,"Cafes, Restaurants, American (New), Breakfast & Brunch"
GGR4s8VPvTND6mGUfiGQSg,Calypso Restaurant,10210 Jefferson Hwy,-90.2230101,29.9630419,3.5,7,"Restaurants, Spanish, Trinidadian, Venezuelan, Caribbean, Latin American"
oCtDz1M-m-iYH1cG2o4mtA,Foodie Call,"",-90.1025426,30.0103282,4.0,23,"Food Trucks, Food Stands, Restaurants, Food"
KSTWGtRlYowMIuFspfvAFg,Pizza Hut,2077 Caton St,-90.0622879132,29.9995993472,2.0,17,"Restaurants, Pizza, Food, Italian, Fast Food, Chicken Wings"
HZOh_ZsZ3eODD_yi4kJAMA,Jerusalem Cafe,1218 Decatur St,-90.0588485,29.9609623,4.0,9,"Sandwiches, Lebanese, Restaurants, Middle Eastern, Salad, Mediterranean, Greek"
I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,311 Bourbon St,-90.0684361,29.955845,3.5,1066,"Sandwiches, Breakfast & Brunch, Cajun/Creole, Cafes, Food, Restaurants, Donuts"
7n-8nhFq266slKmHJEY1-Q,Unique General Store,127 Royal St,-90.0686731,29.9539123,3.5,23,"Food, Grocery"
pEkkIn1bhyACFb8vwvMxwg,Chappy's Restaurant,6106 Magazine St,-90.1236833632,29.9227416615,4.5,53,"Cajun/Creole, Restaurants, Seafood"
8rD0vJdlnkQWhBadYNfsVA,Rio Grande Tacos,3211 General Meyer Ave,-90.0218665,29.9400391,4.5,9,"Restaurants, Mexican, Cajun/Creole, Tex-Mex, Tacos"
a2MBcILvTHHd2PBYm912sA,The Crystal Room,833 Poydras St,-90.0728665376,29.9502687626,2.5,11,"French, Restaurants"
R6YhZypd362pEJvl1jN0EA,House of Blues Restaurant & Bar,225 Decatur St,-90.0662829,29.9533917957,4.0,165,"Restaurants, American (New), Burgers, Southern"
GRk8gQZaIJDsYxuz3oF3Vw,Pa Pa Pralines,1 Poydras St,-90.0620327882,29.9468472777,4.5,14,"Candy Stores, Food, Specialty Food"
oCbJpGl8IkH1WdYa25TDBA,Morrow's,2438 St Claude Ave,-90.0510926,29.9687482,4.0,831,"Burgers, Nightlife, Cajun/Creole, Bars, Restaurants, Seafood"
neWdmzHgbpqSx62jynDd7A,Broussard's,819 Conti St,-90.0680566,29.9566431,3.5,63,"Seafood, French, Restaurants, Cajun/Creole"
dq_B8fJB1oPo645xkwPSKQ,French Truck Coffee,420 N Scott St,-90.0956663729,29.9760845819,4.0,17,"Coffee & Tea, Food"
YMdXDiRiNoKEAFen3XUWFw,Upper Nine Doughnut Company,2700 Chartres St,-90.0507011,29.9634579,3.5,6,"Donuts, Food, Coffee & Tea"
vN6v8m4DO45Z4pp8yxxF_w,Surrey's Café & Juice Bar,1418 Magazine St,-90.071906,29.935799,4.5,2084,"Vegetarian, Restaurants, Breakfast & Brunch, Cafes, Juice Bars & Smoothies, Sandwiches, Food"
UmjITdXHhEF46ho6IhaGQg,Dave & Buster's,"1200 Poydras St, Unit 601",-90.0762040213,29.9505161935,2.0,351,"Adult Entertainment, Sports Bars, Restaurants, Eatertainment, Pool Halls, Bars, Active Life, Arts & Entertainment, American (Traditional), Bowling, Arcades, Nightlife"
-9yzQQ0d_rcOD2CzdTNO_Q,McDonald's,4240 Louisa St,-90.0364068849,30.0042438706,2.0,20,"Fast Food, Restaurants, Coffee & Tea, Food, Burgers"
Kx8rdHWeYNQa7z_Ague-DQ,Momo Ramen + Poke,632 S Carrollton Ave,-90.1337795,29.9438663,3.0,73,"Ramen, Poke, Food, Japanese, Restaurants"
hZ7Jo92R_3omlqK_80PaEw,Blue Fin Poke,143 Robert E Lee Blvd,-90.111311,30.020204,3.5,15,"Restaurants, American (New), Hawaiian, Poke, Food"
VBWUdluhRQf5kqawykM6Nw,Bayou Bistro Louisiana Cuisine,3340 Bienville St,-90.0923851,29.9713325,3.0,191,"Seafood, Restaurants, Sandwiches, Cajun/Creole"
r-776l-hZC4Vngbgn8KLQA,Key's Food Store,2600 Louisiana Ave,-90.0961002,29.937295,4.0,13,"Local Services, Grocery, Soul Food, Restaurants, Electronics Repair, Food"
e4Vwtrqf-wpJfwesgvdgxQ,Melt,2549 Banks St,-90.087958,29.962102,4.0,32,"Sandwiches, Beer, Wine & Spirits, Bars, Food, Restaurants, American (Traditional), Nightlife"
S2Ho8yLxhKAa26pBAm6rxA,Creole House Restaurant & Oyster Bar,509 Canal St,-90.0671158,29.9522129,4.0,1594,"Cajun/Creole, Seafood, Restaurants, Breakfast & Brunch"
XEuryfYZwcivUtijaZ5laQ,Acme Oyster House - Harrahs,8 Canal St,-90.065639019,29.950570141,3.0,205,"Restaurants, Seafood, Food"
dpkHdQpfgVlxA5pquGpJtw,Wayward Owl Brewing,"",-90.1073935,29.9566647,4.5,42,"Breweries, Public Services & Government, Food, Landmarks & Historical Buildings"
3ZKNgX3W9R9rem9hkhdkfg,Keife & Co,801 Howard Ave,-90.0735644,29.9441458,4.5,45,"Beer, Wine & Spirits, Food, Cheese Shops, Meat Shops, Specialty Food"
g10CUV0LY50kLHMn5wgS_g,Willie's Chicken Shack,707 Canal St,-90.0690745,29.9535507,3.5,214,"Chicken Shop, Restaurants, American (Traditional), Chicken Wings, Soul Food, American (New), Cajun/Creole"
196CWwMAtAcA21jYiMyRzg,Cafe Pontalba,546 Saint Peter St,-90.0638432191,29.957225266,3.0,560,"Restaurants, Cajun/Creole, Seafood"
g5ogvPhw3PSobtaZFkdEXg,Bittersweet Confections,725 Magazine St,-90.0690600823,29.9463033012,4.5,351,"Cupcakes, Caterers, Food, Chocolatiers & Shops, Bakeries, Specialty Food, Breakfast & Brunch, Shopping, Desserts, Restaurants, Event Planning & Services"
pTeatktHioSoawLSCzfgKg,Catahoula Coffee Shop,914 Union St,-90.0730787,29.951897,4.5,6,"Food, Coffee & Tea"
7GmQ9LYOoHuvsiaIJuLykQ,Saint Cecilia,91 French Market Pl,-90.0583835,29.9610996,4.5,205,"American (Traditional), Nightlife, Bars, Coffee & Tea, Food, Breakfast & Brunch, Restaurants"
edO1Rej_-_I4vPSVYIZ5NQ,Pizzicare,3001 Tulane Ave,-90.094284,29.9636392,3.0,39,"Italian, Restaurants, Vegetarian, Pizza"
YUDcLokFMZOtyWAmVY3jwA,Landry's Seafood House,"620 Decatur St, Unit 1A",-90.06274,29.9565245,3.5,279,"Restaurants, Cajun/Creole, Seafood"
vfmHUg7jWnfzLb90vcuLSg,Galatoire's 33 Bar & Steak,215 Bourbon St,-90.0688895,29.9550171,4.0,217,"Bars, Nightlife, Steakhouses, Restaurants"
